OrderID,OrderDate,Product,Category,CustomerID,Region,Country,Quantity,UnitPrice,Revenue,Discount,Profit
O00150,2023-05-15,Dumbbells,Sports,C0380,West,India,2,170,340,15,67.63
O00151,2023-12-14,Jacket,Fashion,C0073,South,USA,2,282,564,10,64.1
O00152,2023-05-01,Sneakers,Fashion,C0083,West,UK,4,393,1572,15,334.65
O00153,2023-08-13,Tablet,Electronics,C0516,North,USA,4,107,428,10,62.57
O00154,2023-01-21,Laptop,Electronics,C0453,South,India,3,170,510,5,133.26
O00155,2023-03-28,Hair Dryer,Beauty,C0066,South,Germany,1,436,436,20,45.19
O00156,2023-02-16,Jeans,Fashion,C0567,North,India,2,258,516,15,102.52
O00157,2023-09-07,Running Shoes,Sports,C0368,South,Germany,1,32,32,20,3.88
O00158,2023-10-23,Hair Dryer,Beauty,C0647,East,Canada,1,294,294,5,37.61
O00159,2023-03-13,Toaster,Home & Kitchen,C0512,North,Germany,3,332,996,15,217.48
O00160,2023-02-27,Dumbbells,Sports,C0737,East,USA,2,430,860,20,133.72
O00161,2023-04-15,Mixer,Home & Kitchen,C0210,East,India,3,275,825,15,75.11
O00162,2023-07-15,Dumbbells,Sports,C0465,South,USA,1,310,310,20,54.71
O00163,2023-01-23,Mixer,Home & Kitchen,C0670,South,USA,2,288,576,20,131.31
O00164,2023-12-04,Jeans,Fashion,C0265,West,UK,2,319,638,0,64.45
O00165,2023-06-17,Yoga Mat,Sports,C0446,North,India,4,228,912,20,197.52
O00166,2023-03-20,Yoga Mat,Sports,C0479,West,Germany,2,67,134,15,26.7
O00167,2023-07-28,Toaster,Home & Kitchen,C0752,North,India,2,330,660,0,95.27
O00168,2023-03-25,Air Purifier,Home & Kitchen,C0770,East,Canada,3,294,882,5,171.07
O00169,2023-07-19,Football,Sports,C0309,East,UK,1,354,354,0,73.66
O00170,2023-04-22,Mixer,Home & Kitchen,C0266,North,Canada,1,292,292,20,55.49
O00171,2023-05-16,Hair Dryer,Beauty,C0046,South,UK,3,299,897,15,117.79
O00172,2023-08-23,Handbag,Fashion,C0195,South,Canada,4,145,580,0,77.6
O00173,2023-06-23,Vacuum Cleaner,Home & Kitchen,C0633,West,India,3,286,858,0,119.67
O00174,2023-06-15,Sneakers,Fashion,C0711,East,UK,5,206,1030,20,242.42
O00175,2023-05-11,Smartphone,Electronics,C0656,South,UK,2,282,564,10,143.48
O00176,2023-12-18,Jacket,Fashion,C0293,South,UK,4,411,1644,20,223.01
O00177,2023-01-29,Shampoo,Beauty,C0777,West,Germany,5,335,1675,0,468.05
O00178,2023-02-05,Tennis Racket,Sports,C0546,East,Germany,3,166,498,0,62.17
O00179,2023-11-19,Shampoo,Beauty,C0148,East,India,2,202,404,0,75.74
O00180,2023-09-21,Lipstick,Beauty,C0724,West,USA,2,50,100,5,19.44
O00181,2023-03-22,T-shirt,Fashion,C0661,North,Canada,1,145,145,10,13.99
O00182,2023-06-14,Jacket,Fashion,C0391,East,USA,1,91,91,15,22.07
O00183,2023-02-04,Football,Sports,C0280,North,Canada,1,302,302,20,28.44
O00184,2023-01-28,Jacket,Fashion,C0537,West,Germany,1,136,136,0,30.72
O00185,2023-09-22,Headphones,Electronics,C0788,South,USA,1,472,472,10,93.53
O00186,2023-06-09,Face Cream,Beauty,C0799,West,Germany,1,87,87,15,14.58
O00187,2023-09-14,T-shirt,Fashion,C0614,West,UK,2,214,428,10,65.66
O00188,2023-02-12,Mixer,Home & Kitchen,C0656,North,Germany,4,285,1140,10,212.95
O00189,2023-06-25,Vacuum Cleaner,Home & Kitchen,C0580,North,Canada,1,114,114,15,17.56
O00190,2023-07-10,Face Cream,Beauty,C0536,East,UK,5,267,1335,5,273.46
O00191,2023-05-02,Vacuum Cleaner,Home & Kitchen,C0083,East,UK,2,413,826,0,235.6
O00192,2023-09-02,Yoga Mat,Sports,C0589,West,India,2,249,498,10,50.38
O00193,2023-09-22,Lipstick,Beauty,C0316,North,Germany,2,187,374,5,99.06
O00194,2023-02-06,T-shirt,Fashion,C0766,South,Canada,3,474,1422,10,259.97
O00195,2023-06-08,Handbag,Fashion,C0630,West,Germany,2,294,588,0,93.16
O00196,2023-10-24,Toaster,Home & Kitchen,C0780,West,UK,1,69,69,0,9.98
O00197,2023-07-14,Lipstick,Beauty,C0790,South,USA,5,53,265,10,44.26
O00198,2023-06-25,Mixer,Home & Kitchen,C0012,South,USA,5,159,795,10,122.51
O00199,2023-09-23,Vacuum Cleaner,Home & Kitchen,C0640,West,UK,1,29,29,15,3.93
O00200,2023-06-25,Sneakers,Fashion,C0432,South,UK,4,87,348,5,44.35
O00201,2023-09-28,Cookware Set,Home & Kitchen,C0195,West,Germany,3,438,1314,20,219.33
O00202,2023-05-04,Yoga Mat,Sports,C0261,East,Canada,1,399,399,10,84.46
O00203,2023-02-04,Jacket,Fashion,C0045,South,India,2,125,250,5,57.75
O00204,2023-09-16,T-shirt,Fashion,C0767,South,Canada,1,27,27,20,6.27
O00205,2023-12-16,Jeans,Fashion,C0688,North,Germany,5,133,665,20,74.24
O00206,2023-05-04,T-shirt,Fashion,C0076,West,UK,1,358,358,20,71.88
O00207,2023-12-26,Shampoo,Beauty,C0345,North,India,1,347,347,20,78.3
O00208,2023-01-18,Running Shoes,Sports,C0687,West,UK,4,373,1492,20,309.2
O00209,2023-07-06,Vacuum Cleaner,Home & Kitchen,C0750,North,UK,2,251,502,10,95.0
O00210,2023-08-16,T-shirt,Fashion,C0420,North,USA,1,263,263,15,50.71
O00211,2023-12-03,Jacket,Fashion,C0647,West,Canada,3,382,1146,20,240.8
O00212,2023-11-10,Hair Dryer,Beauty,C0372,East,UK,3,472,1416,20,315.46
O00213,2023-04-11,Yoga Mat,Sports,C0535,East,Germany,5,101,505,20,90.71
O00214,2023-02-11,Sneakers,Fashion,C0100,West,UK,3,184,552,20,53.27
O00215,2023-01-03,Tennis Racket,Sports,C0782,East,UK,4,152,608,0,127.84
O00216,2023-11-09,Toaster,Home & Kitchen,C0419,North,India,4,358,1432,0,294.4
O00217,2023-04-15,Toaster,Home & Kitchen,C0670,South,Canada,3,263,789,0,188.49
O00218,2023-11-18,Smartphone,Electronics,C0485,East,Germany,1,318,318,15,59.35
O00219,2023-11-01,Toaster,Home & Kitchen,C0337,North,UK,4,229,916,5,132.93
O00220,2023-11-04,T-shirt,Fashion,C0382,East,UK,3,135,405,10,42.69
O00221,2023-10-26,Lipstick,Beauty,C0308,South,India,4,60,240,15,24.38
O00222,2023-04-08,Jacket,Fashion,C0385,North,India,5,169,845,10,137.35
O00223,2023-10-25,Tennis Racket,Sports,C0391,West,Germany,4,132,528,15,120.42
O00224,2023-09-04,Vacuum Cleaner,Home & Kitchen,C0490,North,Germany,3,132,396,5,91.15
O00225,2023-01-04,Dumbbells,Sports,C0532,West,UK,4,291,1164,20,188.84
O00226,2023-02-06,Hair Dryer,Beauty,C0113,East,Germany,5,153,765,0,84.29
O00227,2023-02-21,Tablet,Electronics,C0251,South,Canada,2,331,662,20,58.71
O00228,2023-06-14,Jacket,Fashion,C0648,North,Germany,1,438,438,0,124.83
O00229,2023-01-18,Perfume,Beauty,C0078,North,USA,3,400,1200,5,284.88
O00230,2023-05-31,Mixer,Home & Kitchen,C0197,East,India,4,447,1788,0,217.28
O00231,2023-11-10,Yoga Mat,Sports,C0778,West,Germany,4,493,1972,5,482.86
O00232,2023-02-08,Mixer,Home & Kitchen,C0244,South,UK,2,345,690,0,127.36
O00233,2023-07-25,Perfume,Beauty,C0446,East,UK,5,193,965,20,108.97
O00234,2023-06-10,Perfume,Beauty,C0472,East,Germany,3,49,147,15,34.07
O00235,2023-03-24,Yoga Mat,Sports,C0265,West,Canada,2,79,158,15,36.84
O00236,2023-06-24,Handbag,Fashion,C0255,South,Germany,5,136,680,15,97.12
O00237,2023-08-31,Shampoo,Beauty,C0231,West,UK,5,404,2020,0,309.73
O00238,2023-10-24,Smartwatch,Electronics,C0232,South,India,2,498,996,5,138.13
O00239,2023-10-18,Lipstick,Beauty,C0746,West,India,5,295,1475,15,305.8
O00240,2023-01-26,Toaster,Home & Kitchen,C0683,East,Canada,3,201,603,5,94.34
O00241,2023-04-22,Headphones,Electronics,C0263,East,UK,4,42,168,20,36.35
O00242,2023-02-26,Tennis Racket,Sports,C0146,East,India,4,267,1068,20,179.46
O00243,2023-04-27,Toaster,Home & Kitchen,C0661,South,Canada,4,331,1324,0,285.64
O00244,2023-06-27,Laptop,Electronics,C0596,West,Germany,1,98,98,15,9.59
O00245,2023-12-31,Toaster,Home & Kitchen,C0575,East,Germany,2,233,466,5,128.17
O00246,2023-06-14,Sneakers,Fashion,C0651,North,India,5,54,270,0,68.86
O00247,2023-02-14,Air Purifier,Home & Kitchen,C0015,North,Canada,2,358,716,15,150.49
O00248,2023-07-05,Shampoo,Beauty,C0625,South,Canada,1,184,184,20,23.09
O00249,2023-04-23,Laptop,Electronics,C0381,North,Germany,3,86,258,0,69.01
O00250,2023-12-29,Toaster,Home & Kitchen,C0608,South,USA,5,284,1420,20,296.81
O00251,2023-08-08,Football,Sports,C0743,East,India,1,359,359,15,76.93
O00252,2023-05-24,Jacket,Fashion,C0738,South,India,4,163,652,5,159.16
O00253,2023-11-07,Cookware Set,Home & Kitchen,C0653,East,USA,3,138,414,0,113.09
O00254,2023-02-18,Lipstick,Beauty,C0725,South,Germany,1,343,343,10,63.29
O00255,2023-04-24,Perfume,Beauty,C0191,North,USA,4,389,1556,5,154.68
O00256,2023-06-18,Jeans,Fashion,C0232,South,Canada,2,146,292,20,65.05
O00257,2023-01-18,Smartwatch,Electronics,C0665,East,India,2,265,530,0,117.3
O00258,2023-08-18,Laptop,Electronics,C0272,South,USA,4,266,1064,5,210.99
O00259,2023-07-16,Smartphone,Electronics,C0494,East,Canada,1,429,429,0,64.57
O00260,2023-04-04,Running Shoes,Sports,C0731,North,Germany,2,145,290,20,30.45
O00261,2023-02-09,Tennis Racket,Sports,C0421,East,UK,1,313,313,10,53.77
O00262,2023-10-30,Sneakers,Fashion,C0328,South,USA,1,426,426,20,79.76
O00263,2023-09-28,Vacuum Cleaner,Home & Kitchen,C0757,South,Germany,1,65,65,15,6.97
O00264,2023-08-26,Handbag,Fashion,C0407,West,India,1,250,250,0,71.91
O00265,2023-05-03,Headphones,Electronics,C0060,East,India,5,107,535,5,123.5
O00266,2023-03-10,Perfume,Beauty,C0578,West,USA,2,184,368,5,63.77
O00267,2023-03-31,Air Purifier,Home & Kitchen,C0586,South,India,1,124,124,5,15.35
O00268,2023-02-18,Smartphone,Electronics,C0459,South,Canada,4,131,524,20,83.21
O00269,2023-01-16,Dumbbells,Sports,C0737,North,India,1,209,209,10,51.13
O00270,2023-01-28,Perfume,Beauty,C0163,South,Germany,5,181,905,5,247.82
O00271,2023-11-01,Jacket,Fashion,C0415,East,UK,1,70,70,20,11.23
O00272,2023-06-07,Running Shoes,Sports,C0245,West,UK,2,222,444,10,109.43
O00273,2023-06-16,Laptop,Electronics,C0320,East,UK,5,267,1335,0,316.67
O00274,2023-12-30,Smartwatch,Electronics,C0790,North,India,4,288,1152,10,121.02
O00275,2023-06-20,Tennis Racket,Sports,C0532,North,USA,3,45,135,10,17.41
O00276,2023-12-11,Handbag,Fashion,C0303,West,India,4,264,1056,15,127.85
O00277,2023-06-30,Jacket,Fashion,C0104,South,UK,1,290,290,15,38.36
O00278,2023-07-26,Smartwatch,Electronics,C0779,East,Canada,2,97,194,15,30.44
O00279,2023-07-16,Football,Sports,C0041,East,Germany,4,215,860,20,112.59
O00280,2023-04-30,Shampoo,Beauty,C0413,South,Canada,2,32,64,0,7.19
O00281,2023-07-03,Toaster,Home & Kitchen,C0053,West,Germany,4,461,1844,10,254.83
O00282,2023-05-01,Running Shoes,Sports,C0315,North,Canada,2,405,810,20,86.54
O00283,2023-03-19,Dumbbells,Sports,C0574,North,India,3,295,885,15,173.58
O00284,2023-09-14,Smartphone,Electronics,C0730,South,Canada,5,399,1995,10,341.99
O00285,2023-09-20,Running Shoes,Sports,C0423,West,UK,5,482,2410,0,263.22
O00286,2023-12-18,Toaster,Home & Kitchen,C0508,North,Canada,3,35,105,10,10.77
O00287,2023-02-23,T-shirt,Fashion,C0798,West,UK,2,417,834,15,179.82
O00288,2023-06-09,Vacuum Cleaner,Home & Kitchen,C0016,East,Germany,4,320,1280,0,353.89
O00289,2023-04-23,Tennis Racket,Sports,C0682,North,India,3,64,192,10,31.12
O00290,2023-06-14,Jacket,Fashion,C0100,North,Germany,1,239,239,5,42.76
O00291,2023-11-07,Jeans,Fashion,C0519,South,USA,1,215,215,0,54.82
O00292,2023-03-01,Tennis Racket,Sports,C0082,East,India,2,343,686,10,144.39
O00293,2023-05-31,Jeans,Fashion,C0314,East,Canada,1,359,359,5,97.16
O00294,2023-11-08,Running Shoes,Sports,C0695,East,USA,2,163,326,15,29.78
O00295,2023-10-25,Yoga Mat,Sports,C0701,North,India,3,148,444,15,90.52
O00296,2024-01-01,Smartphone,Electronics,C0121,East,Germany,1,453,453,5,101.01
O00297,2023-09-11,Handbag,Fashion,C0029,North,India,1,158,158,10,14.68
O00298,2023-07-14,Lipstick,Beauty,C0486,West,Germany,1,239,239,5,54.85
O00299,2023-05-02,Shampoo,Beauty,C0158,East,UK,3,191,573,10,132.96
O00300,2023-01-09,Shampoo,Beauty,C0141,North,India,4,393,1572,5,318.88
O00301,2023-01-13,Smartwatch,Electronics,C0712,North,Germany,4,467,1868,5,367.09
O00302,2023-01-11,Lipstick,Beauty,C0481,North,USA,1,213,213,0,31.19
O00303,2023-08-27,Vacuum Cleaner,Home & Kitchen,C0664,East,UK,5,378,1890,5,369.09
O00304,2023-11-15,Face Cream,Beauty,C0385,West,Canada,5,250,1250,0,164.59
O00305,2023-10-25,T-shirt,Fashion,C0275,West,India,3,376,1128,10,221.8
O00306,2023-11-21,Smartphone,Electronics,C0698,South,India,2,347,694,0,190.76
O00307,2023-05-14,Cookware Set,Home & Kitchen,C0195,South,Germany,1,273,273,5,47.45
O00308,2023-04-01,Football,Sports,C0501,South,USA,1,473,473,5,122.17
O00309,2023-10-17,Jacket,Fashion,C0637,West,Canada,4,363,1452,0,200.9
O00310,2023-01-31,Dumbbells,Sports,C0564,East,Germany,3,292,876,15,187.84
O00311,2023-03-06,Sneakers,Fashion,C0477,East,USA,5,27,135,15,31.71
O00312,2023-01-21,Shampoo,Beauty,C0292,West,Germany,1,139,139,20,12.61
O00313,2023-12-10,Toaster,Home & Kitchen,C0727,East,Germany,3,97,291,20,23.33
